AcctAge,DDA,DDABal,CashBk,Checks,DirDep,NSF,NSFAmt,Phone,Teller,Sav,SavBal,ATM,ATMAmt,POS,POSAmt,CD,CDBal,IRA,IRABal,LOC,LOCBal,ILS,ILSBal,MM,MMBal,MMCred,MTG,MTGBal,CC,CCBal,CCPurc,SDB,Income,HMOwn,LORes,HMVal,Age,CRScore,Moved,InArea,Ins,Branch,Res,Dep,DepAmt,Inv,InvBal
2.2,1,2180.33,0,4,1,0,0,0,0,1,287.91,1,630.77,0,0,1,5600,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,1,8.5,99,47,714,0,1,1,B5,U,3,1564.97,0,0
,1,656.64,0,15,0,0,0,,5,0,0,1,531.5,,,0,0,0,0,0,0,1,10067.05,0,0,0,0,0,,,,0,50,1,11,112,35,555,0,1,0,B15,S,3,2564.76,,
2.3,1,18.49,0,1,0,0,0,0,0,1,236.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,483.88,1,0,34,0,6.5,107,37,622,0,1,0,B16,R,1,116.02,0,0
3.2,1,1617.37,0,0,0,0,0,0,0,1,31.1,1,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,5.5,119,50,701,0,1,0,B3,U,0,0,0,0
1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2416.52,0,0,37,0,4.5,111,50,670,0,0,0,B4,U,0,0,0,0
1.9,1,-399.53,0,1,0,0,0,0,0,1,424.39,1,1272.47,6,312.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,748.9,2,0,7,1,8.5,89,60,664,0,1,0,B1,U,2,772.93,0,0
1.3,1,1.72,0,0,0,0,0,0,1,1,121.29,0,0,0,0,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,8,121,61,770,0,1,0,B4,S,1,210.02,0,0
0.8,1,2731.79,0,11,0,0,0,0,2,1,6370.24,1,14303.77,11,639.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,8,96,60,684,0,1,1,B6,U,4,6239.93,0,0
4.5,1,328.2,0,4,0,1,52,2,12,0,0,0,0,1,159.29,0,0,0,0,0,0,1,10032.1,0,0,0,0,0,1,96425.38,2,0,20,0,4.5,105,,,0,1,1,B5,S,3,1207.16,0,0
4.6,0,0,0,0,0,0,0,0,0,1,41340.79,1,66800.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,157.62,1,0,38,0,5.5,110,61,622,0,1,1,B3,S,0,0,0,0
,1,4185.79,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18035.19,1,1,292853.47,1,283168.17,2,0,15,1,8,101,44,685,0,1,1,B4,R,1,713.71,0,0
29.3,1,322.36,0,11,1,0,0,,1,0,0,1,1601.81,,,0,0,0,0,1,58133.16,0,0,0,0,0,1,16573.94,,,,0,20,1,4.5,113,35,641,0,1,0,B15,S,3,3071.93,,
6.9,0,0,0,0,0,0,0,0,0,1,17063.76,1,1344.82,1,283.33,0,0,0,0,0,0,0,0,1,12613.31,0,0,0,0,0,0,0,15,1,8,92,31,570,0,1,0,B16,R,0,0,0,0
21.2,1,243.88,0,6,0,1,9.53,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3236.22,0,0,,,,,,600,0,1,0,B2,R,3,1322.88,0,0
5.1,1,1577.1,0,2,1,0,0,0,0,1,2151.87,1,1324.53,0,0,0,0,1,7153.91,0,0,0,0,1,15600.03,0,0,0,0,0,0,0,34,0,5,111,39,604,0,1,0,B4,U,4,3047.36,0,0
11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,4.5,108,71,705,0,1,0,B16,R,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4300,0,0,1,11797.12,0,0,0,0,0,0,0,1,12659.84,0,0,,,,,,658,0,1,1,B2,S,0,0,0,0
0.8,1,236.96,0,2,0,0,0,0,1,1,0.03,1,1484.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,98,42,682,1,1,0,B16,R,2,908.63,0,0
18,1,161.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,5,117,47,612,0,1,0,B4,S,0,0,0,0
3.1,1,58.24,0,0,1,0,0,0,0,0,0,1,45.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,93,39,681,0,1,0,B7,S,1,32.98,0,0
0.9,1,2126.96,0,0,0,0,0,0,0,1,346.44,1,92.85,0,0,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,5,119,56,672,0,1,0,B13,U,1,1078.97,0,0
1.7,1,1090.68,0,7,1,0,0,2,2,0,0,1,41.9,1,24.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1889.87,1,0,2,0,4,92,47,689,0,1,0,B6,U,5,2362.49,0,0
,0,0,0,0,0,0,0,0,0,1,230.37,1,627.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,2.5,100,67,662,0,1,1,B3,S,0,0,0,0
0.7,1,3140.86,0,31,0,0,0,0,3,0,0,1,41.54,0,0,0,0,0,0,0,0,1,10359.87,0,0,0,0,0,1,39205.26,0,1,10,1,9,95,49,654,0,1,1,B3,S,2,4644.25,0,0
3.3,1,364.88,0,4,1,0,0,3,0,0,0,1,91.94,8,172.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,3,128,25,658,0,1,0,B3,U,2,1109.08,0,0
2.7,0,0,0,0,0,0,0,0,0,1,19946.72,1,496.61,0,0,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,10,87,38,604,0,1,1,B8,U,0,0,0,0
8.3,1,174.81,0,0,0,0,0,,0,1,8710,1,845.9,,,1,6500,0,0,0,0,0,0,0,0,0,0,0,,,,0,11,1,9.5,77,40,670,0,1,1,B15,U,2,224.51,,
3.8,1,1257.81,0,0,1,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,18,1,7,91,70,712,0,1,0,B15,U,2,1063.55,,
2.1,1,752.43,0,13,0,0,0,,1,1,79.11,1,4086.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,28,1,9,102,37,740,0,1,0,B14,S,5,3281.01,,
3.2,1,29183.45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,3.5,137,60,657,0,1,1,B4,R,1,22473.59,0,0
7.5,1,3715.63,0,14,1,0,0,2,1,0,0,1,1039.46,0,0,0,0,0,0,0,0,0,0,1,17713.09,0,0,0,1,5129.75,2,0,20,0,5.5,109,50,687,0,1,0,B3,S,3,7652.66,0,0
4.4,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,32,0,3,108,44,675,0,0,0,B15,S,0,0,,
3.8,1,426.55,0,3,1,0,0,0,1,1,83.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,15.5,99,64,657,0,1,0,B3,U,2,673.7,0,0
6.3,1,23.88,0,5,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,601,0,1,0,B2,U,1,754.1,0,0
7.6,1,65.66,0,0,0,0,0,0,0,0,0,1,27.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,604,0,1,0,B2,U,1,12.38,0,0
3.8,1,4743.05,0,17,1,0,0,,0,0,0,1,1043.84,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,26,1,12,94,16,647,0,1,0,B15,R,3,4135.57,,
4.3,1,2786.76,0,1,0,0,0,0,1,0,0,1,45.68,2,81.88,1,7600,1,4486.15,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,10,118,49,657,0,1,0,B1,U,1,1289.46,0,0
4.4,1,6600.07,0,5,0,0,0,,3,1,31919.71,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,9,1,7.5,93,59,702,0,1,0,B15,S,2,2693.02,,
,1,1289.71,0,9,1,0,0,0,2,1,285.26,1,368.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4035.84,0,0,42,0,4.5,129,26,656,0,1,0,B2,S,2,1121.32,0,0
9.3,1,359.04,0,4,1,0,0,0,2,1,1937.31,0,0,0,0,0,0,1,6875.61,0,0,0,0,0,0,0,0,0,1,0,1,0,11,0,5,101,37,603,0,1,1,B4,S,1,468.39,1,29861.62
2.3,1,7774.54,0,4,0,0,0,0,4,1,7101.24,1,54.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,34,1,9.5,105,41,668,0,1,1,B4,U,2,1548.2,0,0
4.6,1,8622.87,0,12,0,0,0,0,0,0,0,1,5241.79,12,797.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,7,129,53,722,0,1,0,B5,U,2,4372.58,0,0
1.8,1,42.45,0,3,0,1,12.77,1,0,0,0,1,1916.57,3,58.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4.5,94,46,684,0,1,0,B17,R,4,1087.19,0,0
,1,37.52,0,0,0,0,0,0,0,1,175.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1820.7,0,0,62,0,5,123,48,715,0,1,0,B1,U,2,187.6,0,0
1.3,1,1145.3,0,7,1,0,0,0,0,1,1852.84,1,134.35,3,47.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,90,51,692,0,1,0,B7,U,3,1145.62,0,0
18.3,1,403.95,0,4,0,0,0,,3,0,0,1,2249.82,,,1,15700,0,0,0,0,0,0,0,0,0,0,0,,,,0,4,1,10.5,81,71,720,0,1,0,B15,S,4,1452.88,,
3.9,1,2053.59,0,6,1,0,0,,2,1,5537.5,1,2343.96,,,1,8700,0,0,0,0,0,0,0,0,0,0,0,,,,0,28,0,5.5,96,47,618,0,1,0,B14,U,3,4178.76,,
17.6,1,7965.05,0,17,0,0,0,0,14,1,67163.81,1,0,0,0,0,0,0,0,1,2747.23,1,10481.12,0,0,0,0,0,1,95442.56,0,0,40,1,6.5,110,46,660,0,1,1,B4,S,3,33111.97,0,0
,1,311.97,0,6,0,0,0,0,4,1,26139.03,0,0,0,0,1,146500,1,11950.73,0,0,0,0,0,0,0,0,0,1,206.38,0,0,74,1,9.5,111,53,717,0,1,1,B1,U,2,3422.71,1,97926.82
3.1,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,54,1,6,113,54,688,0,1,0,B18,S,0,0,,
5.6,1,2568.72,0,4,0,0,0,0,5,0,0,1,837.66,0,0,0,0,0,0,0,0,1,10070.22,1,16616.91,0,0,0,1,4474.32,0,0,25,1,7.5,100,59,743,0,1,0,B5,U,2,1219.11,0,0
4.8,1,1505.2,0,3,0,0,0,0,0,1,9401.25,1,3165.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330.36,0,0,29,1,9,100,67,651,0,1,0,B16,R,2,2416.86,0,0
0.3,1,-0.6,0,2,0,1,10.73,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4,118,18,654,0,1,0,B4,U,3,90.25,0,0
10.6,1,1794.01,0,12,1,0,0,0,0,1,36059.83,1,1383.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,742,0,1,1,B1,U,2,2197.77,0,0
3.8,1,1762.44,0,2,0,0,0,0,0,0,0,1,2085.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,10,97,35,645,0,1,0,B5,U,2,1714.11,0,0
5.5,1,1898.86,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,0,2.5,110,36,698,0,1,0,B2,S,1,455.24,0,0
3,1,253.38,0,9,0,0,0,1,3,1,7467.63,0,0,0,0,1,8000,0,0,0,0,0,0,0,0,0,0,0,1,108.07,0,0,37,1,6,99,,,0,1,1,B4,R,3,975.76,0,0
9.3,1,222.02,0,12,1,1,9.25,3,0,1,1676.86,1,0,5,111.25,1,3400,0,0,0,0,0,0,0,0,0,0,0,1,734.78,0,0,48,0,3,116,69,615,0,1,1,B4,S,4,1259.94,0,0
1.3,1,3739.94,0,6,0,0,0,0,3,1,4227.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.35,0,0,84,1,7.5,140,34,665,0,1,0,B8,R,2,1746.69,0,0
3.2,1,-57.88,0,2,0,1,3.77,1,3,1,353.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,682,0,1,0,B5,R,3,573.93,0,0
0.8,1,-1.2,0,0,0,0,0,3,0,0,0,1,344.03,1,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,713,0,1,0,B4,S,3,298.03,0,0
3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,10,100,49,699,0,1,1,B8,U,0,0,0,0
6.7,1,178.1,0,3,0,0,0,1,3,1,1600.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3.5,98,53,694,0,1,0,B4,U,2,1245.78,0,0
3.3,1,239.4,0,1,0,1,6.37,,0,1,3.63,1,803.59,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,50,1,13,93,62,642,0,1,0,B14,R,3,700.1,,
5.3,1,5.84,0,0,0,0,0,0,0,1,839.57,0,0,0,0,1,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,11,95,66,675,0,1,0,B8,S,0,0,0,0
3.3,1,2381.09,0,16,1,0,0,1,0,1,983.3,1,2389.8,0,0,0,0,0,0,0,0,1,10481.84,0,0,0,0,0,1,2672.22,2,0,60,0,6,125,61,726,0,1,0,B4,S,4,3890.31,0,0
10.1,1,2124.89,0,5,0,0,0,,1,1,36019.25,1,9605.99,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,25,0,8,103,58,631,0,1,1,B15,S,3,6390.66,,
1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14980.61,1,0,0,1,973.32,0,0,98,1,6.5,123,21,636,0,0,0,B7,S,0,0,0,0
1.2,1,4434.5,0,1,0,0,0,,0,1,679.75,1,1507.31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,87,0,7.5,139,55,699,0,1,0,B15,S,1,1360.92,,
21.6,1,2981.57,0,19,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,10174.9,1,17240.17,0,0,0,1,7700.35,0,0,30,1,12.5,98,22,608,0,1,0,B17,S,2,1823.59,0,0
4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,645,0,1,0,B2,S,0,0,0,0
4.5,1,60.26,0,3,0,0,0,0,5,0,0,1,368.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,4.5,123,44,620,0,1,0,B5,U,3,619.26,0,0
3.8,1,2440.27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,1,5.5,158,50,638,0,1,0,B2,S,1,763.92,0,0
2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,682,0,1,1,B2,U,0,0,0,0
1.3,1,9.08,0,0,0,1,2.3,0,0,1,0,1,628.55,5,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,642,0,1,1,B2,U,3,329.43,0,0
1,1,682.18,0,9,1,0,0,2,5,0,0,1,306.55,13,430.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,5,138,27,608,0,1,0,B4,U,3,1309.01,0,0
9.3,1,2196.33,0,7,1,0,0,0,3,0,0,0,0,0,0,0,0,1,15543.26,0,0,0,0,0,0,0,0,0,1,98.13,1,0,23,0,4.5,99,65,677,0,1,0,B5,R,3,1835.15,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,5.5,128,42,694,0,1,0,B4,R,0,0,0,0
4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14999.9,1,0,0,0,0,0,0,14,0,5,89,49,646,0,0,1,B1,U,0,0,0,0
6.7,1,1022.35,0,6,1,0,0,17,2,0,0,1,1331.69,8,871.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,671,0,1,0,B2,U,4,3995.62,0,0
1.7,1,9676.94,0,4,1,0,0,0,0,0,0,1,246.02,3,146.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3.5,121,45,643,0,1,0,B5,U,3,1298.57,0,0
3.9,1,1173,0,3,0,0,0,0,0,0,0,1,2605.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,5,115,46,718,0,1,1,B4,U,5,2419.19,0,0
4.1,1,766.77,0,16,0,1,9.49,0,1,0,0,1,3167.15,0,0,0,0,0,0,0,0,1,10060.3,0,0,0,0,0,1,18715.08,3,0,30,1,8.5,98,52,710,0,1,1,B4,R,5,3065.22,0,0
4.2,1,12.76,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,285339.77,0,0,0,0,1,15173.77,0,0,0,0,0,0,0,39,1,9,96,38,621,0,1,0,B4,U,2,4124.93,0,0
1.8,1,2281.06,0,5,1,0,0,0,1,1,36.24,1,1413.07,4,151.32,1,6100,0,0,1,22089.02,0,0,0,0,0,1,216092.12,1,230647.42,0,0,20,1,4,108,33,580,0,1,0,B3,U,3,3455.61,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6767.93,0,0,0,0,0,0,0,0,0,1,0,0,0,25,1,12.5,90,46,663,0,1,0,B4,S,0,0,0,0
2.7,1,785.21,0,11,0,0,0,0,0,0,0,1,2318.86,0,0,0,0,0,0,0,0,1,10150.83,0,0,0,0,0,1,8566.01,2,0,45,1,8,110,45,714,0,1,0,B4,U,5,2509.15,0,0
1.3,1,1082.04,0,4,0,0,0,0,0,1,8615.45,1,5064.13,0,0,0,0,1,1863.67,0,0,0,0,0,0,0,0,0,1,-146.57,0,0,,,,,,691,0,1,1,B7,R,2,1949.14,0,0
17.4,1,56.98,0,5,1,0,0,3,0,1,118.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,643,0,1,0,B8,U,2,516.35,0,0
4.5,1,2706.5,0,3,1,0,0,1,0,0,0,1,2425.53,0,0,1,4000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,1,11,104,61,696,0,1,1,B4,R,6,2178.44,1,12922.76
0.4,1,13825.38,1,10,1,0,0,4,8,0,0,1,6954.65,30,2933.83,0,0,1,4004.11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,10,114,57,641,1,1,1,B16,R,3,9597.07,0,0
27,1,5515.65,0,2,1,0,0,,1,0,0,0,0,,,0,0,0,0,0,0,0,0,1,18814.21,1,0,0,,,,1,51,1,11,119,53,700,0,1,1,B14,S,3,968.15,,
2.5,1,7128.79,0,0,0,0,0,0,1,1,777.75,0,0,0,0,0,0,0,0,0,0,0,0,1,19822.38,1,0,0,1,0,0,0,20,1,9.5,102,60,680,0,1,1,B2,S,1,456.3,0,0
0.9,1,934.89,0,4,1,0,0,,1,1,149.17,1,5.48,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,9,0,4,93,23,663,0,1,0,B18,S,2,1751.17,,
1.6,0,0,0,0,0,0,0,0,0,1,609,1,2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,632,0,1,0,B13,S,0,0,0,0
0.3,1,109.36,0,2,0,0,0,0,0,1,32.54,1,1649.75,6,124.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3.5,88,53,664,0,1,0,B13,S,4,899.48,0,0
3.5,1,205.85,0,1,0,0,0,0,2,0,0,1,130.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.78,1,1,29,0,4.5,114,42,678,0,1,0,B4,R,2,460.34,0,0
,1,4340.09,0,16,0,0,0,,2,1,5754.24,0,0,,,0,0,0,0,0,0,1,10217.59,0,0,0,0,0,,,,0,90,1,5,138,29,674,0,1,0,B15,R,2,2607.2,,
6.4,1,2531.56,0,7,1,1,50.12,3,2,0,0,1,1330.29,7,179.17,1,8300,0,0,0,0,0,0,1,16807.17,2,0,0,0,0,0,1,64,0,3.5,124,40,665,0,1,1,B3,S,4,2872.89,0,0
1.2,1,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,95,29,632,1,1,0,B8,U,1,5.88,0,0
11.4,0,0,0,0,0,0,0,,0,1,19.68,1,1449.69,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15,0,5.5,83,27,561,1,1,0,B14,S,0,0,,
0.6,1,811.08,0,2,0,0,0,0,1,1,1389.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,5.5,100,49,639,0,1,0,B4,R,2,1035.16,0,0
2.2,1,2992.7,0,13,1,0,0,0,4,0,0,1,630.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,3.5,120,63,684,0,1,0,B4,U,2,5221.91,0,0
3.3,1,4747.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,109,63,699,0,1,0,B16,R,1,3542.22,0,0
4.2,1,1070.64,0,6,0,0,0,0,9,1,5102.86,1,1343.44,1,157.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,627,0,1,0,B1,S,5,3096.61,0,0
1.1,1,802.99,0,5,1,0,0,1,0,1,4663.85,1,260.88,2,239.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,381.07,1,0,,,,,,652,0,1,0,B4,S,2,1435.65,0,0
4.4,1,2172.69,0,20,1,0,0,0,1,1,130.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,273.28,0,0,16,0,3.5,105,54,674,0,1,0,B7,U,3,5719.88,0,0
14.6,1,1657.74,0,5,1,0,0,0,3,1,518.41,1,17.13,4,166.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2694.21,0,0,55,1,11,111,45,599,0,1,1,B4,U,4,1822,0,0
,1,482.53,0,2,0,0,0,0,0,1,383.04,1,1039.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,92,42,606,0,1,0,B3,S,3,1044.13,0,0
3.2,1,368.18,0,1,0,1,4.49,0,1,1,1927.62,1,2188.55,7,188.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,96,43,679,0,1,1,B2,U,3,1038.19,0,0
0.4,1,1187.41,0,0,0,0,0,0,0,1,2032.73,0,0,0,0,1,12000,0,0,0,0,1,11071.76,0,0,0,0,0,1,18139.43,1,0,80,0,2.5,140,55,700,0,1,0,B4,R,0,0,1,0
5.6,1,434.41,0,1,0,1,4.56,,0,1,100.63,1,1034.17,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,695,0,1,0,B14,U,2,784.01,,
2.9,1,1180.83,0,9,0,0,0,1,2,1,436.43,1,1340.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,649,0,1,0,B1,U,4,1926.93,0,0
10.5,1,6020.45,0,3,0,0,0,0,0,1,26220.42,1,351.29,1,258.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.12,1,0,9,0,4,105,40,694,0,1,1,B10,S,1,2560.78,0,0
0.3,1,6050.28,0,16,0,0,0,1,2,0,0,1,150.91,0,0,0,0,0,0,1,504.99,0,0,0,0,0,0,0,1,900,0,0,30,0,7,105,47,663,0,1,0,B2,R,3,5957.32,0,0
0.4,1,994.6,0,2,0,0,0,0,0,1,5462.78,1,328.34,0,0,1,8000,0,0,0,0,0,0,0,0,0,0,0,1,364.91,0,0,52,0,7.5,109,41,676,0,1,1,B2,S,2,589.32,0,0
1.3,1,130.08,0,2,0,0,0,0,2,1,6344.56,1,1409.82,3,64.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,211.06,2,0,,,,,,670,0,1,0,B4,U,5,1223.56,0,0
4.4,1,542.81,0,12,0,0,0,3,5,1,4704.66,1,6402.06,4,152.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,751,0,1,1,B16,R,5,4909.78,0,0
,1,2191.35,0,1,1,0,0,0,0,0,0,1,1082.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,697,0,1,0,B2,U,3,1334.61,0,0
6.9,1,2205.89,0,10,0,0,0,0,0,0,0,1,5072.27,3,93.43,0,0,0,0,0,0,0,0,1,16303.66,0,0,0,1,9.63,1,0,58,0,3.5,127,43,635,0,1,0,B4,R,3,3698.45,0,0
1.3,1,610.96,0,15,1,0,0,0,3,0,0,1,2313.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,230.09,1,0,,,,,,672,0,1,0,B2,S,4,3381.5,0,0
5.5,1,5065.25,0,11,0,0,0,,1,1,452.15,1,73.33,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,30,0,5,107,28,660,0,1,0,B15,R,2,1647.9,,
7.4,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,15049.24,0,0,0,,,,1,19,1,7.5,93,70,759,0,0,1,B19,S,0,0,,
3.7,1,1767.41,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,11,111,46,682,1,1,0,B4,U,1,499.73,0,0
6,1,549.31,0,8,1,0,0,2,1,0,0,1,0,6,147.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,116,,,0,1,0,B4,S,3,2410.59,0,0
7.5,1,585.5,0,0,0,1,23.01,0,0,1,0.09,0,0,0,0,0,0,0,0,1,23858.8,1,10123.98,0,0,0,0,0,1,34004.46,0,0,35,1,6.5,103,42,637,0,1,0,B8,U,2,1135.71,0,0
0.3,1,2625.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,704,0,1,0,B4,U,1,2656.65,0,0
4.5,1,973.11,0,8,1,0,0,0,3,1,2313.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,8,120,48,683,0,1,1,B8,U,3,2625.71,0,0
3.8,1,476.34,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,7.5,101,60,625,1,1,0,B3,S,2,386,0,0
